transaction_id,account_id,transaction_amount,transaction_date,transaction_type,location,device_id,ip_address,merchant_id,channel,customer_age,customer_occupation,transaction_duration,login_attempts,account_balance,previous_transaction_date,transaction_hour,day_of_week,anomaly_score,fraud_flag,llm_explanation
TX000812,AC00227,115.22,12-08-2023 17:05,Debit,San Francisco,D000185,76.0.164.168,M063,Branch,27,Engineer,108,1,906.2,11-04-2024 08:09,17,5,0.174255642,0,
TX000814,AC00319,542.75,12-07-2023 18:28,Credit,Nashville,D000641,82.115.199.37,M045,Branch,70,Retired,63,1,2224.08,11-04-2024 08:08,18,2,0.087408376,0,
TX000815,AC00431,317.47,05-01-2023 17:31,Credit,Sacramento,D000060,119.163.214.161,M083,Online,67,Doctor,16,1,14639.28,11-04-2024 08:07,17,3,0.083854871,0,
TX000817,AC00050,24.19,02-08-2023 17:33,Debit,San Diego,D000099,186.135.2.148,M061,ATM,29,Engineer,28,1,2756.2,11-04-2024 08:07,17,2,0.151653797,0,
TX000823,AC00188,48.78,08-11-2023 16:43,Credit,Kansas City,D000071,112.222.0.29,M006,Branch,18,Student,136,1,552.06,11-04-2024 08:10,16,2,0.140972132,0,
TX000825,AC00319,60.99,08-01-2023 17:14,Debit,Oklahoma City,D000651,5.50.152.168,M037,Branch,34,Engineer,58,1,7281.46,11-04-2024 08:07,17,6,0.132953504,0,
TX000827,AC00131,524.6,04-07-2023 17:37,Debit,El Paso,D000593,44.73.3.217,M002,Branch,58,Doctor,76,1,13017.7,11-04-2024 08:09,17,1,0.098783753,0,
TX000828,AC00180,108.96,10-10-2023 18:12,Debit,Milwaukee,D000240,49.31.186.82,M070,ATM,26,Student,247,1,7597.66,11-04-2024 08:06,18,1,0.040341756,0,
TX000831,AC00076,324.04,07-05-2023 16:49,Debit,Virginia Beach,D000642,101.120.142.50,M043,ATM,54,Retired,30,1,2248.06,11-04-2024 08:08,16,6,0.146776556,0,
TX000833,AC00444,157.7,12-01-2023 17:29,Credit,Omaha,D000075,21.190.11.223,M019,Branch,58,Engineer,46,1,8332.58,11-04-2024 08:11,17,3,0.163980861,0,
TX000834,AC00307,81.27,11-07-2023 16:36,Credit,Seattle,D000228,201.95.180.152,M051,Online,22,Student,68,1,1814.48,11-04-2024 08:10,16,1,0.150610186,0,
TX000837,AC00348,474.05,08-10-2023 18:30,Debit,San Jose,D000643,24.129.74.189,M031,ATM,57,Retired,214,1,1484.31,11-04-2024 08:10,18,6,0.069464315,0,
TX000838,AC00169,39.21,05-10-2023 16:15,Debit,Miami,D000059,105.87.212.115,M093,ATM,66,Doctor,245,4,9385.57,11-04-2024 08:11,16,3,-0.013483329,1,"The transaction in question raises several red flags that may indicate fraudulent activity:

1. **Multiple Login Attempts**: The account experienced 4 login attempts prior to the transaction. This could suggest that an unauthorized user is attempting to access the account, which is a common tactic in fraud cases.

2. **Transaction Duration**: The transaction duration of 245 seconds is unusually long for a simple transaction. Extended transaction times can indicate that the user is taking extra steps to bypass security measures or that they are engaging in suspicious behavior.

3. **Transaction Amount**: While $39.21 is not an excessively"
TX000840,AC00009,153.59,05-04-2023 17:43,Credit,Portland,D000270,204.120.80.105,M001,Branch,66,Retired,174,1,4813.12,11-04-2024 08:09,17,2,0.148439882,0,
TX000842,AC00362,644.08,05-08-2023 17:29,Debit,Atlanta,D000377,57.232.212.116,M018,Online,24,Student,55,1,1980.62,11-04-2024 08:07,17,5,0.149531774,0,
TX000844,AC00106,305,10-12-2023 17:20,Debit,Phoenix,D000608,199.103.32.145,M003,ATM,22,Student,222,1,944.83,11-04-2024 08:06,17,6,0.119338515,0,
TX000846,AC00092,793.13,05-10-2023 16:38,Debit,Memphis,D000518,173.232.121.213,M035,Online,68,Doctor,76,1,13389.16,11-04-2024 08:09,16,3,0.078397446,0,
TX000849,AC00185,163.46,09-08-2023 17:09,Credit,Baltimore,D000150,39.129.125.110,M037,Branch,63,Retired,111,1,6953.8,11-04-2024 08:11,17,2,0.182084224,0,
TX000850,AC00370,194.99,12-01-2023 17:01,Debit,Jacksonville,D000442,173.232.121.213,M097,Branch,34,Engineer,91,1,1370.03,11-04-2024 08:07,17,3,0.18507297,0,
TX000851,AC00124,23.4,02-08-2023 18:27,Debit,El Paso,D000079,74.58.165.67,M027,ATM,46,Doctor,175,4,14851.28,11-04-2024 08:07,18,2,-0.047237679,1,"The transaction in question raises several red flags that may indicate potential fraud:

1. **Multiple Login Attempts**: The account experienced 4 login attempts, which could suggest unauthorized access attempts. This behavior is often associated with credential stuffing or brute force attacks, where a fraudster tries to gain access to an account.

2. **Transaction Duration**: A transaction duration of 175 seconds is unusually long for a typical banking transaction, which usually takes only a few seconds to complete. This extended duration could indicate that the user was attempting to manipulate the transaction or was interrupted during the process, potentially allowing for unauthorized"
TX000854,AC00321,59.51,04-04-2023 16:12,Credit,Dallas,D000263,86.220.59.252,M086,Online,36,Doctor,55,1,9955.88,11-04-2024 08:12,16,1,0.127211455,0,
TX000856,AC00217,1074.95,06-02-2023 16:49,Debit,Jacksonville,D000674,167.95.191.52,M089,Branch,20,Student,91,1,530.86,11-04-2024 08:09,16,0,0.050963325,0,
TX000860,AC00403,154.24,11-06-2023 16:19,Debit,Mesa,D000129,219.98.242.240,M049,ATM,61,Retired,82,1,6109.55,11-04-2024 08:08,16,6,0.170686302,0,
TX000863,AC00450,209.03,10-09-2023 18:20,Debit,Detroit,D000371,175.210.47.87,M012,Branch,55,Engineer,126,1,8359.5,11-04-2024 08:10,18,6,0.105215977,0,
TX000868,AC00009,87.38,03-03-2023 18:23,Debit,Atlanta,D000356,3.200.166.167,M054,Branch,21,Student,252,1,1504.99,11-04-2024 08:09,18,4,0.082215234,0,
TX000872,AC00482,154.32,01-01-2024 16:53,Credit,Tucson,D000055,8.244.162.185,M015,ATM,38,Engineer,269,1,6972.5,11-04-2024 08:11,16,0,0.090320122,0,
TX000873,AC00475,164.51,06-05-2023 18:09,Debit,Louisville,D000105,189.248.139.91,M056,Branch,78,Retired,110,1,3553.69,11-04-2024 08:07,18,5,0.089260245,0,
TX000874,AC00253,758.12,07-03-2023 18:46,Debit,San Francisco,D000413,179.132.235.182,M028,ATM,69,Retired,90,1,6164.65,11-04-2024 08:11,18,1,0.072832182,0,
TX000876,AC00058,583.92,08-01-2023 16:11,Debit,Kansas City,D000429,32.169.88.41,M024,Online,55,Engineer,139,1,6364.14,11-04-2024 08:06,16,6,0.158068553,0,
TX000877,AC00304,204.06,01-02-2023 16:07,Debit,Washington,D000685,150.231.20.169,M069,Online,77,Retired,159,1,4351.83,11-04-2024 08:07,16,2,0.144008568,0,
TX000880,AC00362,52.95,08-07-2023 18:02,Credit,Charlotte,D000652,148.234.210.167,M061,Online,68,Retired,14,1,6335.58,11-04-2024 08:07,18,5,0.075538626,0,
TX000881,AC00094,120.17,08-08-2023 17:07,Debit,Portland,D000052,47.167.178.158,M023,ATM,49,Doctor,105,1,5403.79,11-04-2024 08:11,17,1,0.172628995,0,
TX000882,AC00225,220.8,09-06-2023 18:43,Debit,Indianapolis,D000532,10.223.224.50,M021,Online,31,Engineer,28,1,8135.31,11-04-2024 08:10,18,4,0.091358626,0,
TX000884,AC00448,183.32,05-10-2023 16:27,Debit,Raleigh,D000450,162.207.77.170,M041,ATM,21,Student,74,1,137.42,11-04-2024 08:09,16,3,0.144809503,0,
TX000887,AC00480,61.37,02-06-2023 16:54,Debit,Columbus,D000074,57.141.198.111,M001,Branch,75,Retired,164,1,4294.44,11-04-2024 08:10,16,4,0.155795359,0,
TX000890,AC00278,425.18,10-04-2023 16:00,Credit,Colorado Springs,D000496,77.92.193.22,M051,Online,26,Engineer,172,1,9880.71,11-04-2024 08:08,16,0,0.08230348,0,
TX000892,AC00431,64.21,01-09-2023 16:36,Debit,Omaha,D000527,134.222.122.238,M028,ATM,51,Doctor,37,1,12540.18,11-04-2024 08:09,16,4,0.12171043,0,
TX000894,AC00090,50.26,11-09-2023 17:51,Debit,Las Vegas,D000268,52.1.78.30,M055,Branch,65,Retired,164,1,1519.38,11-04-2024 08:10,17,0,0.111671261,0,
TX000897,AC00404,79.76,04-03-2023 16:25,Debit,Kansas City,D000110,221.169.49.152,M043,Online,68,Doctor,115,1,10278.75,11-04-2024 08:08,16,5,0.151106234,0,
TX000898,AC00390,16.79,11-06-2023 16:42,Credit,Detroit,D000317,204.120.80.105,M023,Online,30,Doctor,146,1,535.15,11-04-2024 08:11,16,6,0.151247209,0,
TX000902,AC00363,643.38,11-06-2023 17:19,Credit,Detroit,D000251,107.247.202.71,M044,Online,18,Student,105,1,1046.74,11-04-2024 08:12,17,6,0.10432229,0,
TX000903,AC00385,328.34,10-12-2023 16:17,Credit,San Diego,D000245,106.244.1.47,M014,Online,42,Engineer,31,1,2840.45,11-04-2024 08:09,16,6,0.149444325,0,
TX000908,AC00264,653.97,10-04-2023 17:41,Debit,Miami,D000464,141.241.241.128,M067,Online,37,Engineer,100,1,3886.65,11-04-2024 08:11,17,0,0.112057376,0,
TX000915,AC00171,577.73,11-10-2023 16:26,Debit,San Jose,D000527,93.146.251.20,M033,ATM,37,Doctor,63,1,14977.99,11-04-2024 08:06,16,2,0.085366159,0,
TX000918,AC00402,330.61,07-06-2023 16:04,Credit,Nashville,D000648,186.54.68.246,M099,Branch,64,Retired,113,1,2525.25,11-04-2024 08:10,16,2,0.169849301,0,
TX000919,AC00136,132.33,11-10-2023 16:32,Credit,Phoenix,D000437,88.55.149.101,M004,ATM,35,Engineer,47,1,7457.94,11-04-2024 08:08,16,2,0.164177308,0,
TX000920,AC00280,672.74,08-10-2023 16:39,Credit,Colorado Springs,D000033,169.67.220.37,M068,Branch,46,Engineer,118,1,5386.52,11-04-2024 08:11,16,6,0.156024062,0,
TX000922,AC00495,197.18,05-09-2023 16:47,Debit,Tucson,D000042,189.20.224.220,M011,Online,28,Engineer,135,1,3114.92,11-04-2024 08:10,16,1,0.169635693,0,
TX000924,AC00129,218.37,06-05-2023 16:27,Debit,Houston,D000651,147.119.62.178,M075,ATM,62,Doctor,105,1,9942.24,11-04-2024 08:10,16,5,0.168408252,0,
TX000925,AC00237,590.01,02-06-2023 16:42,Debit,San Jose,D000248,197.162.55.147,M044,Online,29,Doctor,140,3,9791.74,11-04-2024 08:07,16,4,0.042419559,0,
TX000933,AC00200,76.51,04-03-2023 16:01,Credit,Mesa,D000242,200.22.195.243,M016,Online,49,Engineer,120,4,9475.4,11-04-2024 08:07,16,5,0.050260691,0,
TX000934,AC00254,32.46,03-10-2023 18:59,Debit,Charlotte,D000536,156.187.182.236,M092,Online,31,Doctor,10,1,8656.18,11-04-2024 08:09,18,1,0.054527503,0,
TX000937,AC00446,662.11,02-02-2023 16:52,Debit,Atlanta,D000416,145.246.171.225,M100,Branch,23,Student,219,1,1996.38,11-04-2024 08:07,16,3,0.114679072,0,
TX000940,AC00157,214.73,11-10-2023 18:28,Credit,Los Angeles,D000104,57.166.147.242,M061,ATM,46,Doctor,26,1,5368.42,11-04-2024 08:07,18,2,0.104001103,0,
TX000943,AC00166,446.39,12-12-2023 17:41,Debit,Houston,D000102,155.37.19.43,M019,ATM,63,Retired,77,1,7863.6,11-04-2024 08:07,17,1,0.145397229,0,
TX000947,AC00317,179.76,07-12-2023 16:11,Debit,Philadelphia,D000038,193.190.29.63,M039,Online,78,Retired,81,1,5909.52,11-04-2024 08:09,16,3,0.150286991,0,
TX000949,AC00130,273.92,07-04-2023 17:50,Debit,Portland,D000646,116.43.88.219,M053,Branch,79,Retired,109,1,4543.56,11-04-2024 08:11,17,4,0.143307768,0,
TX000950,AC00236,375.45,12-05-2023 17:57,Debit,Fort Worth,D000310,5.252.94.135,M015,Branch,19,Student,32,1,1307.23,11-04-2024 08:08,17,4,0.140471855,0,
TX000952,AC00017,492.84,03-01-2023 17:43,Debit,Indianapolis,D000514,81.248.235.147,M081,ATM,25,Student,38,1,577.67,11-04-2024 08:09,17,1,0.119809409,0,
TX000954,AC00187,119.95,04-10-2023 17:53,Credit,Philadelphia,D000292,214.32.109.197,M092,Branch,62,Retired,47,5,2596.61,11-04-2024 08:10,17,2,0.006076354,0,
TX000955,AC00395,391.66,07-10-2023 17:29,Debit,Fresno,D000271,119.163.214.161,M062,Branch,50,Engineer,103,1,2406.31,11-04-2024 08:06,17,5,0.177576025,0,
TX000958,AC00217,20.27,12-04-2023 16:27,Debit,Miami,D000649,86.103.2.29,M065,Branch,18,Student,22,1,796.35,11-04-2024 08:09,16,2,0.110428921,0,
TX000962,AC00174,353.59,08-11-2023 17:57,Credit,New York,D000311,198.24.183.157,M046,Branch,52,Retired,109,5,1822.34,11-04-2024 08:10,17,2,0.005938979,0,
TX000964,AC00247,10.77,03-08-2023 16:58,Debit,Indianapolis,D000253,37.227.215.145,M096,ATM,31,Doctor,178,1,10704.95,11-04-2024 08:10,16,3,0.118195281,0,
TX000965,AC00297,95.55,04-10-2023 16:25,Debit,Louisville,D000595,42.3.3.101,M060,Branch,33,Engineer,51,1,2434.74,11-04-2024 08:10,16,2,0.174674933,0,
TX000968,AC00185,21.41,12-04-2023 16:27,Debit,Louisville,D000092,195.164.171.146,M062,Online,57,Doctor,99,1,658.91,11-04-2024 08:08,16,2,0.153916632,0,
TX000969,AC00487,278.28,10-02-2023 16:20,Debit,Jacksonville,D000038,148.42.122.1,M097,Branch,28,Student,26,1,1346.88,11-04-2024 08:07,16,4,0.176439305,0,
TX000977,AC00007,466.64,09-04-2023 16:57,Debit,Las Vegas,D000327,131.41.45.13,M082,ATM,58,Doctor,11,1,10915.11,11-04-2024 08:09,16,6,0.084778577,0,
TX000978,AC00033,397.01,08-07-2023 17:45,Debit,Los Angeles,D000044,92.180.81.50,M058,ATM,22,Student,100,1,719.52,11-04-2024 08:06,17,5,0.162021845,0,
TX000981,AC00401,102.67,05-10-2023 17:41,Debit,Albuquerque,D000097,215.97.143.157,M091,Branch,79,Retired,119,1,4656.94,11-04-2024 08:06,17,3,0.133654943,0,
TX000982,AC00336,460.09,03-06-2023 17:05,Credit,Fresno,D000033,188.77.83.72,M081,Online,35,Doctor,146,3,6990.64,11-04-2024 08:08,17,5,0.0480478,0,
TX000983,AC00281,453.49,01-02-2023 16:06,Debit,Seattle,D000471,40.226.196.34,M088,Branch,66,Doctor,147,1,6366.43,11-04-2024 08:08,16,2,0.156193662,0,
TX000988,AC00159,187.88,08-10-2023 16:39,Debit,Nashville,D000034,189.198.67.252,M017,ATM,60,Engineer,180,1,2154.58,11-04-2024 08:10,16,6,0.144545197,0,
TX000990,AC00463,83.79,10-12-2023 16:37,Debit,Nashville,D000176,12.246.170.239,M031,ATM,57,Engineer,47,1,5061.3,11-04-2024 08:09,16,6,0.161647503,0,
TX000993,AC00090,839.33,05-02-2023 16:03,Credit,Louisville,D000579,174.61.77.54,M071,Branch,60,Doctor,86,1,11538.97,11-04-2024 08:09,16,6,0.091267078,0,
TX000997,AC00475,135.85,08-03-2023 17:25,Debit,Fresno,D000430,65.27.212.129,M015,Online,57,Retired,269,1,1480.39,11-04-2024 08:08,17,2,0.120804875,0,
TX000998,AC00368,368.53,04-03-2023 16:09,Debit,Raleigh,D000469,31.127.129.152,M099,Branch,68,Doctor,34,1,13696.31,11-04-2024 08:06,16,5,0.103986148,0,
TX000999,AC00339,17.95,06-05-2023 17:22,Credit,Sacramento,D000411,167.164.55.0,M027,Branch,64,Doctor,135,1,12344.9,11-04-2024 08:09,17,5,0.118442242,0,
TX001000,AC00297,127.8,03-02-2023 16:05,Credit,Virginia Beach,D000376,34.169.232.37,M026,Branch,31,Engineer,47,1,8630.99,11-04-2024 08:07,16,4,0.167941868,0,
TX001002,AC00458,317.12,12-11-2023 16:03,Debit,Fort Worth,D000007,57.232.212.116,M018,Branch,44,Doctor,80,1,14409.74,11-04-2024 08:08,16,6,0.106223473,0,
TX001006,AC00190,15.74,01-09-2023 16:05,Debit,Denver,D000064,136.250.159.93,M051,Branch,27,Student,38,1,690.16,11-04-2024 08:10,16,4,0.159054798,0,
TX001007,AC00255,353.68,11-06-2023 16:32,Debit,Las Vegas,D000614,147.234.20.46,M030,Online,70,Retired,145,1,6777.12,11-04-2024 08:08,16,6,0.148464939,0,
TX001008,AC00311,297.15,10-12-2023 18:11,Debit,Phoenix,D000273,122.94.26.104,M034,Online,76,Retired,178,1,5449.37,11-04-2024 08:10,18,6,0.078581329,0,
TX001009,AC00075,647.85,12-04-2023 16:31,Debit,Omaha,D000574,97.106.5.76,M034,Branch,36,Doctor,121,1,13779.97,11-04-2024 08:09,16,2,0.095608102,0,
TX001011,AC00247,273.92,05-08-2023 17:54,Debit,Virginia Beach,D000602,101.90.40.193,M086,Online,28,Student,35,1,1029.15,11-04-2024 08:09,17,5,0.166108653,0,
TX001013,AC00257,963.77,07-11-2023 16:45,Debit,Louisville,D000382,32.13.122.242,M055,ATM,41,Engineer,248,1,6710.51,11-04-2024 08:10,16,1,0.070833078,0,
TX001016,AC00416,285.18,03-08-2023 16:39,Credit,Sacramento,D000515,110.247.153.70,M084,Branch,55,Doctor,150,1,14847.97,11-04-2024 08:09,16,3,0.117829968,0,
TX001019,AC00323,150.03,07-10-2023 16:17,Debit,Columbus,D000325,219.219.117.136,M059,ATM,73,Retired,176,1,7491.42,11-04-2024 08:11,16,5,0.151258065,0,
TX001020,AC00209,428.61,10-09-2023 16:00,Debit,Fresno,D000273,6.204.110.7,M049,Branch,51,Retired,131,1,2116.36,11-04-2024 08:07,16,6,0.165444096,0,
TX001021,AC00337,309.56,06-05-2023 17:29,Debit,Charlotte,D000591,6.204.110.7,M094,Online,58,Doctor,147,1,972.04,11-04-2024 08:09,17,5,0.169182115,0,
TX001024,AC00194,146.92,09-08-2023 16:28,Debit,Portland,D000522,77.7.223.184,M003,ATM,64,Retired,272,1,3990.6,11-04-2024 08:07,16,2,0.131272606,0,
TX001026,AC00214,101.34,03-03-2023 17:49,Debit,Boston,D000501,147.227.81.224,M068,ATM,24,Student,46,1,703.26,11-04-2024 08:10,17,4,0.166449213,0,
TX001032,AC00258,66.69,11-01-2023 16:03,Credit,San Antonio,D000624,52.50.209.49,M043,Branch,25,Student,140,1,1210.33,11-04-2024 08:07,16,2,0.179968448,0,
TX001033,AC00164,95.75,07-12-2023 16:54,Debit,Los Angeles,D000040,190.92.63.219,M064,Branch,31,Engineer,169,1,337.62,11-04-2024 08:07,16,3,0.165984665,0,
TX001038,AC00005,107.48,12-04-2023 18:01,Debit,Omaha,D000221,44.73.3.217,M080,Branch,22,Student,129,1,591.23,11-04-2024 08:08,18,2,0.112314796,0,
TX001039,AC00291,36.57,08-07-2023 16:49,Debit,Omaha,D000617,221.23.158.87,M051,ATM,62,Retired,69,1,2583.07,11-04-2024 08:07,16,5,0.167715566,0,
TX001040,AC00284,575.62,06-12-2023 18:30,Debit,Oklahoma City,D000682,116.175.11.222,M081,Online,43,Doctor,129,1,234.41,11-04-2024 08:11,18,2,0.093639754,0,
TX001042,AC00310,832.3,07-12-2023 16:55,Credit,Austin,D000153,73.156.208.26,M061,Branch,69,Retired,86,1,6617.52,11-04-2024 08:06,16,3,0.14007319,0,
TX001043,AC00246,180.65,12-04-2023 17:54,Debit,Charlotte,D000552,10.223.224.50,M012,Branch,22,Student,38,5,816.01,11-04-2024 08:09,17,2,-0.011506239,1,"The transaction of $180.65 raises several red flags that may indicate potential fraud:

1. **Multiple Login Attempts**: The account experienced 5 login attempts, which could suggest that someone is trying to gain unauthorized access. This behavior is often associated with account takeover attempts.

2. **Transaction Duration**: The transaction duration of 38 seconds is relatively long for a typical transaction, especially if the user is familiar with the process. This could indicate that the user was either struggling to complete the transaction or that it was being conducted by someone unfamiliar with the account.

3. **Account Balance**:"
TX001045,AC00318,109.3,08-02-2023 16:52,Debit,Fort Worth,D000006,93.146.251.20,M020,Branch,56,Doctor,27,1,13510.11,11-04-2024 08:06,16,2,0.10444692,0,
TX001046,AC00474,230.08,05-01-2023 16:23,Debit,Austin,D000045,93.52.44.101,M006,Online,79,Retired,124,1,4466.1,11-04-2024 08:11,16,3,0.142547799,0,
TX001048,AC00100,71.29,02-02-2023 17:02,Debit,Chicago,D000345,112.86.148.212,M075,ATM,68,Retired,55,2,7225.63,11-04-2024 08:07,17,3,0.068028578,0,
TX001051,AC00420,62.86,05-08-2023 16:24,Debit,Houston,D000271,200.136.146.93,M090,Branch,25,Student,31,1,1040.43,11-04-2024 08:10,16,5,0.161542309,0,
TX001054,AC00052,11.46,10-09-2023 16:50,Debit,Chicago,D000232,217.82.46.37,M056,Online,67,Retired,73,1,6628.75,11-04-2024 08:07,16,6,0.133586259,0,
TX001055,AC00151,382.07,06-05-2023 17:48,Credit,Omaha,D000318,21.97.154.92,M091,Branch,62,Doctor,147,1,10156.09,11-04-2024 08:08,17,5,0.149720958,0,
TX001057,AC00348,65.32,11-02-2023 16:15,Debit,Mesa,D000684,40.10.25.102,M094,ATM,28,Student,54,1,9165.02,11-04-2024 08:11,16,5,0.147209294,0,
TX001058,AC00191,83.07,01-06-2023 16:13,Debit,Miami,D000182,138.210.196.19,M026,Branch,27,Engineer,291,4,6704.76,11-04-2024 08:10,16,3,-0.005192657,1,
TX001060,AC00487,85.31,12-11-2023 16:06,Debit,Kansas City,D000332,45.64.74.86,M019,ATM,62,Retired,27,1,6095.65,11-04-2024 08:08,16,6,0.149324513,0,
TX001061,AC00173,726.61,11-03-2023 16:31,Debit,Phoenix,D000141,210.228.226.64,M081,ATM,18,Student,277,1,1008.76,11-04-2024 08:10,16,5,0.071862066,0,
TX001062,AC00089,130.4,04-03-2023 16:31,Debit,Raleigh,D000373,163.129.70.210,M024,Branch,45,Engineer,63,1,4381.24,11-04-2024 08:09,16,5,0.184590243,0,
TX001063,AC00456,68.1,01-02-2023 16:00,Debit,Milwaukee,D000235,94.227.164.192,M089,ATM,20,Student,47,1,1382.8,11-04-2024 08:10,16,2,0.155528642,0,
TX001064,AC00025,65.26,12-08-2023 17:05,Debit,Sacramento,D000489,77.208.193.198,M026,Branch,26,Student,72,1,7380.63,11-04-2024 08:10,17,5,0.154695731,0,
TX001069,AC00356,289.1,07-11-2023 16:08,Debit,Baltimore,D000601,105.87.212.115,M064,ATM,27,Student,206,1,267.53,11-04-2024 08:09,16,1,0.12335431,0,
TX001070,AC00065,390.09,10-09-2023 16:52,Debit,El Paso,D000589,48.89.167.189,M057,Online,26,Engineer,49,1,2617.23,11-04-2024 08:10,16,6,0.14629776,0,
TX001073,AC00045,1074.29,01-05-2023 16:43,Debit,Portland,D000147,138.210.196.19,M081,Branch,67,Retired,79,1,2011.6,11-04-2024 08:11,16,0,0.055082286,0,
TX001074,AC00442,100.27,07-10-2023 17:25,Debit,Miami,D000298,144.91.150.133,M045,Online,79,Retired,51,1,4309.9,11-04-2024 08:10,17,5,0.12496395,0,
TX001090,AC00423,256.05,06-07-2023 16:26,Debit,Nashville,D000304,4.105.134.118,M009,ATM,54,Retired,35,1,6910.18,11-04-2024 08:11,16,3,0.17085363,0,
TX001092,AC00332,233.71,10-03-2023 17:06,Debit,Louisville,D000476,35.67.21.23,M073,Branch,63,Doctor,11,1,6095.5,11-04-2024 08:08,17,4,0.155360978,0,
TX001098,AC00295,451.35,09-05-2023 18:45,Credit,Baltimore,D000440,42.61.10.112,M028,Branch,47,Engineer,223,1,7707.96,11-04-2024 08:07,18,1,0.061514464,0,
TX001099,AC00157,299.42,12-04-2023 17:25,Credit,San Jose,D000516,133.63.96.21,M005,Branch,63,Retired,53,1,4735.41,11-04-2024 08:09,17,2,0.169409887,0,
TX001104,AC00189,350.72,08-02-2023 16:37,Credit,Fresno,D000679,46.150.175.171,M035,ATM,28,Student,48,1,1982.9,11-04-2024 08:07,16,2,0.169219809,0,
TX001108,AC00209,167.47,12-01-2023 17:45,Debit,Sacramento,D000002,175.166.115.182,M024,ATM,35,Engineer,103,1,2293.13,11-04-2024 08:12,17,3,0.187213165,0,
TX001113,AC00271,36.76,04-10-2023 16:51,Credit,Philadelphia,D000380,58.1.27.124,M053,Online,65,Retired,108,1,1228.93,11-04-2024 08:12,16,2,0.161951392,0,
TX001116,AC00245,42.58,02-06-2023 16:32,Debit,San Jose,D000388,214.247.164.80,M057,Online,30,Doctor,80,1,13485,11-04-2024 08:10,16,4,0.113186198,0,
TX001117,AC00105,122.35,04-12-2023 17:50,Credit,Atlanta,D000649,219.219.117.136,M008,Branch,53,Retired,188,1,6472.5,11-04-2024 08:09,17,0,0.120843575,0,
TX001118,AC00122,248.66,02-03-2023 17:46,Debit,Chicago,D000129,175.166.115.182,M058,Online,28,Engineer,113,1,2571.39,11-04-2024 08:11,17,3,0.189683364,0,
TX001122,AC00426,303.97,02-02-2023 16:55,Debit,Fort Worth,D000215,7.146.35.122,M056,Online,24,Student,77,5,1590.88,11-04-2024 08:07,16,3,-0.006978146,1,
TX001123,AC00204,219.02,01-01-2024 16:30,Credit,San Diego,D000442,187.223.139.194,M093,Online,54,Engineer,68,1,7375.73,11-04-2024 08:09,16,0,0.144630141,0,
TX001132,AC00164,421.25,01-05-2023 16:13,Debit,Fort Worth,D000422,156.134.123.253,M007,Online,25,Student,66,1,7174.69,11-04-2024 08:07,16,0,0.115470115,0,
TX001133,AC00236,185.71,08-07-2023 16:15,Debit,Virginia Beach,D000635,32.71.250.58,M084,Branch,48,Engineer,194,1,2679.91,11-04-2024 08:09,16,5,0.166013664,0,
TX001134,AC00095,1432.02,09-08-2023 17:50,Debit,Louisville,D000263,105.87.212.115,M081,Branch,60,Retired,138,1,4315.07,11-04-2024 08:09,17,2,0.075218722,0,
TX001136,AC00386,297.03,09-08-2023 17:08,Debit,Austin,D000329,198.39.35.23,M041,Online,61,Retired,151,1,1088.62,11-04-2024 08:10,17,2,0.157091393,0,
TX001137,AC00032,341.67,03-06-2023 16:45,Debit,Omaha,D000160,140.94.123.72,M037,Branch,53,Retired,96,5,1442.29,11-04-2024 08:09,16,5,-0.000934176,1,
TX001138,AC00152,99.52,04-10-2023 17:49,Debit,San Diego,D000335,24.181.236.233,M083,ATM,52,Engineer,127,1,3798.09,11-04-2024 08:11,17,2,0.179581236,0,
TX001143,AC00331,568.88,02-10-2023 16:28,Debit,Nashville,D000321,213.15.9.253,M076,Branch,19,Student,105,1,1307.86,11-04-2024 08:08,16,0,0.099810708,0,
TX001147,AC00068,958.9,07-04-2023 16:30,Debit,Memphis,D000183,160.212.125.105,M097,Branch,31,Engineer,135,1,9977.49,11-04-2024 08:06,16,4,0.115590437,0,
TX001149,AC00352,349.34,01-09-2023 16:53,Credit,Indianapolis,D000402,199.59.68.207,M047,ATM,28,Student,245,1,614.14,11-04-2024 08:10,16,4,0.140192151,0,
TX001150,AC00254,283.15,08-11-2023 16:31,Debit,Baltimore,D000383,36.77.94.252,M089,Online,24,Student,180,1,603.79,11-04-2024 08:11,16,2,0.146537863,0,
TX001154,AC00353,63.74,09-12-2023 17:50,Debit,Chicago,D000658,100.128.70.210,M092,Online,63,Retired,31,1,4336.4,11-04-2024 08:08,17,5,0.162312846,0,
TX001160,AC00243,149.4,05-02-2023 16:30,Debit,Chicago,D000077,154.138.163.229,M039,ATM,53,Retired,123,1,1035.22,11-04-2024 08:10,16,6,0.168849837,0,
TX001165,AC00109,389.7,03-10-2023 16:40,Credit,Austin,D000423,155.164.18.235,M030,Branch,62,Doctor,216,1,7125.15,11-04-2024 08:10,16,1,0.126344608,0,
TX001166,AC00393,161.1,04-10-2023 17:28,Credit,Miami,D000001,117.67.192.211,M002,ATM,19,Student,104,1,239.12,11-04-2024 08:10,17,2,0.142071104,0,
TX001167,AC00175,309.77,05-08-2023 16:31,Credit,San Antonio,D000384,40.10.25.102,M010,Online,67,Retired,137,1,4378.14,11-04-2024 08:06,16,5,0.182734981,0,
